Store ID,City,Date,Foot Traffic,Customers,Avg Order Value ($),Daily Sales ($),Avg Customer Rating,Local Competition Count
New York - Store 1,New York,2023-02-08,236,39,8.266897194628108,322.41,4.714251569209573,4
New York - Store 1,New York,2023-02-09,145,18,9.643139586937624,173.58,4.096358031631284,7
New York - Store 1,New York,2023-02-10,131,46,8.054140702235685,370.49,4.602824178861158,2
New York - Store 1,New York,2023-02-11,200,52,8.174706396070494,425.08,3.8428250326959494,9
New York - Store 1,New York,2023-02-12,293,75,5.45111374540271,408.83,3.6396541517088488,5
New York - Store 1,New York,2023-02-13,86,31,5.132242650048276,159.1,3.9183070288882726,3
New York - Store 1,New York,2023-02-14,97,34,9.137945751268555,310.69,4.106762190683285,1
New York - Store 1,New York,2023-02-15,201,71,9.613809965325686,682.58,4.678010976670915,8
New York - Store 1,New York,2023-02-16,133,36,6.233696599370458,224.41,4.9102001636866675,9
New York - Store 1,New York,2023-02-17,142,26,5.832183162066361,151.64,4.22842063037934,3
New York - Store 1,New York,2023-02-18,257,102,5.055551516064073,515.67,3.527113045423281,5
New York - Store 1,New York,2023-02-19,97,31,7.8977973942832875,244.83,4.773835115741267,1
New York - Store 1,New York,2023-02-20,177,47,4.562048606968554,214.42,4.05157370458915,7
New York - Store 1,New York,2023-02-21,71,12,9.838063328514673,118.06,4.089646587000141,6
New York - Store 1,New York,2023-02-22,57,16,8.768867821249891,140.3,4.2539556396577884,1
New York - Store 1,New York,2023-02-23,246,41,6.995160279308514,286.8,4.358006298813775,1
New York - Store 1,New York,2023-02-24,66,26,6.8196670839456575,177.31,3.919340512695138,6
New York - Store 1,New York,2023-02-25,148,47,9.71843108214372,456.77,3.9961254570057707,5
New York - Store 1,New York,2023-02-26,144,56,9.11805673280416,510.61,3.9416733381043785,5
New York - Store 1,New York,2023-02-27,209,74,5.901532030937666,436.71,3.7542391200291387,9
New York - Store 1,New York,2023-02-28,283,107,8.176178780049838,874.85,4.355091755134048,8
New York - Store 1,New York,2023-03-01,163,46,9.94032310062558,457.25,3.710126022854786,2
New York - Store 1,New York,2023-03-02,267,86,8.182094445971607,703.66,4.553726125980663,7
New York - Store 1,New York,2023-03-03,270,51,6.518685138677659,332.45,3.884310415391687,8
New York - Store 1,New York,2023-03-04,62,7,4.031109176643921,28.22,4.441841622422954,4
New York - Store 1,New York,2023-03-05,114,13,6.38070296328333,82.95,3.5761527965590956,3
New York - Store 1,New York,2023-03-06,264,28,7.4731893730453525,209.25,4.15771118452713,6
New York - Store 1,New York,2023-03-07,100,23,7.25586780824546,166.88,3.9298118781924267,6
New York - Store 1,New York,2023-03-08,98,10,8.935603363957949,89.36,4.0402859621168945,5
New York - Store 1,New York,2023-03-09,274,95,5.629257494918451,534.78,4.947877745586155,7
New York - Store 1,New York,2023-03-10,245,86,5.166280203969238,444.3,4.117030857585018,3
New York - Store 1,New York,2023-03-11,104,14,4.796472533457819,67.15,4.954305300671239,3
New York - Store 1,New York,2023-03-12,194,42,6.6011244254844526,277.25,4.616063964498673,5
New York - Store 1,New York,2023-03-13,267,103,9.015880723073234,928.64,4.543961309140547,5
New York - Store 1,New York,2023-03-14,178,27,4.938622256026516,133.34,3.875364347246893,6
New York - Store 1,New York,2023-03-15,97,15,9.607683984038259,144.12,4.457405890765026,7
New York - Store 1,New York,2023-03-16,241,64,7.670324477406114,490.9,4.129400093641685,3
New York - Store 1,New York,2023-03-17,278,37,6.051278000298409,223.9,3.6376985987201627,1
New York - Store 1,New York,2023-03-18,143,50,8.221947156280141,411.1,4.211260743630988,5
New York - Store 1,New York,2023-03-19,88,17,6.788042877637668,115.4,4.474660523964145,6
New York - Store 1,New York,2023-03-20,118,43,5.5653617400502835,239.31,3.522956810435577,3
New York - Store 1,New York,2023-03-21,235,58,7.236264690400375,419.7,4.525945654097212,8
New York - Store 1,New York,2023-03-22,129,37,4.159067863249731,153.89,4.378663371910195,4
New York - Store 1,New York,2023-03-23,201,60,7.4402022500316,446.41,3.692750529850865,3
New York - Store 1,New York,2023-03-24,220,84,6.316615826804646,530.6,4.941785845735872,2
New York - Store 1,New York,2023-03-25,292,83,6.019325289332359,499.6,4.483583953071113,2
New York - Store 1,New York,2023-03-26,164,30,4.7089889657299375,141.27,4.545105748046226,8
New York - Store 1,New York,2023-03-27,213,48,9.805483309121485,470.66,4.321957824872131,5
New York - Store 1,New York,2023-03-28,250,67,7.455547451548508,499.52,4.5974716329494605,4
New York - Store 1,New York,2023-03-29,259,45,7.4832640740634595,336.75,4.800674910814584,5
New York - Store 1,New York,2023-03-30,61,13,8.505226406748985,110.57,4.631814311127023,9
New York - Store 1,New York,2023-03-31,79,29,7.031514234687143,203.91,4.739686199161612,6
New York - Store 1,New York,2023-04-01,190,70,6.335210072404979,443.46,3.5162564772204474,9
New York - Store 1,New York,2023-04-02,196,24,5.915881825542489,141.98,4.925092950576207,4
New York - Store 1,New York,2023-04-03,132,32,4.499706467171558,143.99,3.6375562208877215,9
New York - Store 1,New York,2023-04-04,229,69,8.51424717662608,587.48,4.687368565588773,9
New York - Store 1,New York,2023-04-05,88,11,6.966521828215489,76.63,3.5863381400249663,5
New York - Store 1,New York,2023-04-06,212,77,6.105490075312472,470.12,3.6756005246414087,9
New York - Store 1,New York,2023-04-07,123,43,9.201212231865048,395.65,4.757721145645977,8
New York - Store 1,New York,2023-04-08,219,47,9.351381452660661,439.51,3.7199072325380382,5
New York - Store 1,New York,2023-04-09,215,85,6.245624774536722,530.88,4.055963220600336,4
New York - Store 1,New York,2023-04-10,194,74,9.916006382937226,733.78,4.630067277888412,6
New York - Store 1,New York,2023-04-11,208,50,6.267925540733527,313.4,4.55762654644499,3
New York - Store 1,New York,2023-04-12,88,20,5.522093043238833,110.44,4.107803130172126,4
New York - Store 1,New York,2023-04-13,269,88,8.936742111260159,786.43,4.616317485414947,3
New York - Store 1,New York,2023-04-14,254,43,6.4013373572321495,275.26,4.216572336320342,9
New York - Store 1,New York,2023-04-15,105,27,6.618014989639336,178.69,4.703163873540101,5
New York - Store 1,New York,2023-04-16,129,33,9.957788776715802,328.61,3.6106948471030984,3
New York - Store 1,New York,2023-04-17,196,76,7.138587065020893,542.53,4.444097957202894,1
New York - Store 1,New York,2023-04-18,166,51,6.30521098827532,321.57,4.605651058764529,8
New York - Store 1,New York,2023-04-19,151,35,7.720795586809221,270.23,3.916071774471699,4
New York - Store 1,New York,2023-04-20,139,30,5.376368474229698,161.29,3.8989068874463584,5
New York - Store 1,New York,2023-04-21,90,16,6.719445080972986,107.51,3.548473926664476,9
New York - Store 1,New York,2023-04-22,210,46,7.616691292139791,350.37,3.9064364637726947,3
New York - Store 1,New York,2023-04-23,183,70,8.35431705033016,584.8,4.420122793903685,2
New York - Store 1,New York,2023-04-24,59,22,9.19638333700245,202.32,3.567828005159284,7
New York - Store 1,New York,2023-04-25,297,63,8.863319984690998,558.39,4.980914193972417,1
New York - Store 1,New York,2023-04-26,60,16,6.285345139786129,100.57,4.954871596721905,1
New York - Store 1,New York,2023-04-27,254,30,4.2209312058159485,126.63,3.7007781782009497,5
New York - Store 1,New York,2023-04-28,289,35,8.150286383013473,285.26,4.301519412544195,5
New York - Store 1,New York,2023-04-29,151,56,7.5108971939528315,420.61,4.589181266107772,3
New York - Store 1,New York,2023-04-30,194,33,5.23027197103915,172.6,3.8771636592676977,4
New York - Store 1,New York,2023-05-01,239,86,8.541994793033371,734.61,3.57034470168683,8
New York - Store 1,New York,2023-05-02,88,26,7.121846205422759,185.17,4.658477587603459,2
New York - Store 1,New York,2023-05-03,61,21,9.807842592638938,205.96,3.63261233504847,9
New York - Store 1,New York,2023-05-04,194,27,4.172696057880033,112.66,4.632705883510429,5
New York - Store 1,New York,2023-05-05,191,59,5.277784969053465,311.39,3.7045572133801548,2
New York - Store 1,New York,2023-05-06,87,24,7.819865929733695,187.68,4.332223412813338,3
New York - Store 1,New York,2023-05-07,240,76,7.28467784139467,553.64,4.176365671124157,7
New York - Store 1,New York,2023-05-08,155,55,9.697123741945852,533.34,3.720610221393557,8
New York - Store 1,New York,2023-05-09,194,48,5.54946632979375,266.37,4.188703634357392,2
New York - Store 1,New York,2023-05-10,55,13,5.9725096617250495,77.64,4.450101281475089,3
New York - Store 1,New York,2023-05-11,160,22,4.768275033746635,104.9,3.7278540402684417,6
New York - Store 1,New York,2023-05-12,193,56,5.0912805063948685,285.11,4.018500924985795,3
New York - Store 1,New York,2023-05-13,145,35,8.005346431126164,280.19,3.7584798068024448,3
New York - Store 1,New York,2023-05-14,196,67,6.070495766934321,406.72,4.021428821724025,6
New York - Store 1,New York,2023-05-15,198,52,7.206541022395138,374.74,4.033987226407979,2
New York - Store 1,New York,2023-05-16,226,56,8.142368971776191,455.97,3.558968209761648,9
New York - Store 1,New York,2023-05-17,96,27,4.4905541916932314,121.24,4.810367936160166,1
New York - Store 1,New York,2023-05-18,75,27,4.507102046084092,121.69,4.395917123383146,4
New York - Store 1,New York,2023-05-19,256,66,9.544250554644599,629.92,3.8541747996761067,7
New York - Store 1,New York,2023-05-20,127,30,8.48482562880254,254.54,3.555024804335897,8
New York - Store 1,New York,2023-05-21,164,51,9.371241026123196,477.93,4.267516163173499,2
New York - Store 1,New York,2023-05-22,299,61,6.382982995024495,389.36,3.6573037497987215,7
New York - Store 1,New York,2023-05-23,278,43,7.383790552113018,317.5,4.761064978816897,6
New York - Store 1,New York,2023-05-24,267,69,5.399298469298808,372.55,4.014390296417391,9
New York - Store 1,New York,2023-05-25,117,24,7.892937041749456,189.43,4.219373152631375,4
New York - Store 1,New York,2023-05-26,160,51,7.3464535957026245,374.67,4.379803151991139,3
New York - Store 1,New York,2023-05-27,91,16,6.178493778391811,98.86,4.468875861997402,2
New York - Store 1,New York,2023-05-28,236,48,9.919091492757879,476.12,4.408662229035331,1
New York - Store 1,New York,2023-05-29,230,30,4.917154835105992,147.51,3.868936592576762,4
New York - Store 1,New York,2023-05-30,143,22,5.710571012163083,125.63,3.7600603929421323,7
New York - Store 1,New York,2023-05-31,186,23,7.147068337421528,164.38,4.115595240484492,4
New York - Store 1,New York,2023-06-01,201,26,6.38713359427445,166.07,4.954205649913053,4
New York - Store 1,New York,2023-06-02,128,44,5.547416962269639,244.09,3.756331381085099,3
New York - Store 1,New York,2023-06-03,111,42,7.3405773580835785,308.3,4.35741903420485,3
New York - Store 1,New York,2023-06-04,222,73,5.12226249134514,373.93,3.9855188546063656,3
New York - Store 1,New York,2023-06-05,261,65,5.454458394490482,354.54,3.6722552371088053,6
New York - Store 1,New York,2023-06-06,86,21,9.592086053541605,201.43,3.9809632882392716,3
New York - Store 1,New York,2023-06-07,210,44,6.725607833314598,295.93,4.32290467690723,2
New York - Store 1,New York,2023-06-08,62,18,4.527208667455941,81.49,3.7082371601630304,9
New York - Store 1,New York,2023-06-09,66,8,6.838997206311353,54.71,4.409152821583758,3
New York - Store 1,New York,2023-06-10,143,18,9.10436476009873,163.88,4.618961788323077,2
New York - Store 1,New York,2023-06-11,127,48,9.945576858744344,477.39,3.8075027150798557,3
New York - Store 1,New York,2023-06-12,84,31,8.329579304507662,258.22,3.5721419659461313,8
New York - Store 1,New York,2023-06-13,60,20,5.209763920286467,104.2,3.745483914298557,5
New York - Store 1,New York,2023-06-14,214,73,7.991183324177201,583.36,4.284598137153679,4
New York - Store 1,New York,2023-06-15,138,50,6.354670644535812,317.73,4.724899159207366,7
New York - Store 1,New York,2023-06-16,153,32,6.776078714017639,216.83,3.952066811246213,7
New York - Store 1,New York,2023-06-17,112,28,5.393276170880904,151.01,4.849361859911853,7
New York - Store 1,New York,2023-06-18,243,63,9.438832665787281,594.65,4.436356993870988,3
New York - Store 1,New York,2023-06-19,247,94,7.766248318428508,730.03,4.00235842198563,4
New York - Store 1,New York,2023-06-20,64,23,6.972541758423794,160.37,4.6121913667085686,4
New York - Store 1,New York,2023-06-21,206,29,5.870332406773289,170.24,3.8727337097216985,7
New York - Store 1,New York,2023-06-22,82,9,7.419338109227899,66.77,4.643688028611036,1
New York - Store 1,New York,2023-06-23,167,57,4.663790421731243,265.84,4.769678437601778,8
New York - Store 1,New York,2023-06-24,229,50,8.783772194677322,439.19,3.724876141023161,4
New York - Store 1,New York,2023-06-25,125,41,4.073218433908267,167.0,4.3976640518078405,4
New York - Store 1,New York,2023-06-26,85,26,7.594176188663959,197.45,4.7401982417136175,8
New York - Store 1,New York,2023-06-27,87,14,6.541581174522897,91.58,3.9318944247135894,8
New York - Store 1,New York,2023-06-28,239,31,5.5360931911219735,171.62,4.589143379093601,4
New York - Store 1,New York,2023-06-29,289,89,9.534996287063773,848.61,4.560857951470098,1
New York - Store 1,New York,2023-06-30,141,29,4.4135292362033125,127.99,3.615981598233181,8
New York - Store 1,New York,2023-07-01,90,33,6.705036228424793,221.27,3.6698570687611327,5
New York - Store 1,New York,2023-07-02,139,48,4.747976087219601,227.9,4.8812628239260585,6
New York - Store 1,New York,2023-07-03,104,17,7.647366362765553,130.01,4.068958547578323,5
New York - Store 1,New York,2023-07-04,186,30,8.726739332286954,261.8,4.405582297595209,3
New York - Store 1,New York,2023-07-05,112,25,9.181108843677741,229.53,4.884440347697727,7
New York - Store 1,New York,2023-07-06,259,63,9.510728349635807,599.18,4.380602336204851,3
New York - Store 1,New York,2023-07-07,231,35,6.990206636436879,244.66,4.128388174256822,8
New York - Store 1,New York,2023-07-08,210,43,7.4835301016682605,321.79,4.448396431879296,2
New York - Store 1,New York,2023-07-09,262,66,9.853247894096537,650.31,4.18848348202552,4
New York - Store 1,New York,2023-07-10,167,59,7.210418313601952,425.41,3.776694307128284,7
New York - Store 1,New York,2023-07-11,50,9,6.383908692745587,57.46,4.140183358005125,8
New York - Store 1,New York,2023-07-12,260,53,6.809390970648276,360.9,4.437463980576578,8
New York - Store 1,New York,2023-07-13,68,8,8.653165700170064,69.23,4.179933252122042,2
New York - Store 1,New York,2023-07-14,295,68,6.404578365251956,435.51,4.339460496962327,4
New York - Store 1,New York,2023-07-15,178,35,4.453020182823336,155.86,4.629869331121176,3
New York - Store 1,New York,2023-07-16,159,41,8.804498628916726,360.98,4.9683971534239415,2
New York - Store 1,New York,2023-07-17,184,54,4.162575955020901,224.78,3.832958242899424,8
New York - Store 1,New York,2023-07-18,264,79,4.118263226526185,325.34,3.6561628729768607,5
New York - Store 1,New York,2023-07-19,116,42,7.340329508700196,308.29,4.58121964446576,3
New York - Store 1,New York,2023-07-20,145,57,7.619184413061878,434.29,4.710275223443879,4
New York - Store 1,New York,2023-07-21,293,88,5.229905772494925,460.23,3.9397215953915197,2
New York - Store 1,New York,2023-07-22,56,16,8.415427679176014,134.65,4.772192143200325,3
New York - Store 1,New York,2023-07-23,85,24,8.223676810831057,197.37,4.865936005310456,5
New York - Store 1,New York,2023-07-24,197,39,8.950643988535958,349.08,4.0445888182926355,7
New York - Store 1,New York,2023-07-25,189,65,6.071152869287653,394.62,4.66075178480201,9
New York - Store 1,New York,2023-07-26,275,98,5.317063150485752,521.07,4.9618208977983045,8
New York - Store 1,New York,2023-07-27,130,46,6.924587189497082,318.53,4.841828340341137,1
New York - Store 1,New York,2023-07-28,163,17,5.6120641563096765,95.41,4.3124513219913005,9
New York - Store 1,New York,2023-07-29,152,25,7.8703250066159764,196.76,4.132555901829923,2
New York - Store 1,New York,2023-07-30,264,80,8.935503255470044,714.84,4.294492517982622,4
New York - Store 1,New York,2023-07-31,90,16,7.325068015094761,117.2,4.4771305825277965,7
New York - Store 1,New York,2023-08-01,166,17,4.821313780412844,81.96,4.850027962772158,6
New York - Store 1,New York,2023-08-02,268,74,7.60310116260192,562.63,4.497555011819383,7
New York - Store 1,New York,2023-08-03,187,69,6.5126231493524385,449.37,4.074707792374246,2
New York - Store 1,New York,2023-08-04,103,33,4.496792007550759,148.39,4.404728164199582,5
New York - Store 1,New York,2023-08-05,60,11,6.134036298789695,67.47,4.578568857776368,7
New York - Store 1,New York,2023-08-06,281,75,6.856302413194598,514.22,4.495506748043972,6
New York - Store 1,New York,2023-08-07,199,63,5.28964227154454,333.25,3.546774702591927,4
New York - Store 1,New York,2023-08-08,260,72,4.308554880905502,310.22,4.244549370801854,2
New York - Store 1,New York,2023-08-09,250,82,4.639589518802631,380.45,3.6127066726037134,1
New York - Store 1,New York,2023-08-10,178,44,8.130414378566417,357.74,4.152241007905619,7
New York - Store 1,New York,2023-08-11,84,29,8.796495273813875,255.1,4.54204470628164,6
New York - Store 1,New York,2023-08-12,147,19,5.887579340856465,111.86,4.711145377725142,1
New York - Store 1,New York,2023-08-13,238,80,8.143361394673843,651.47,4.281951001120354,8
New York - Store 1,New York,2023-08-14,132,42,8.839366887168698,371.25,4.488175050066076,6
New York - Store 1,New York,2023-08-15,257,91,5.498008053155115,500.32,4.234137445464711,9
New York - Store 1,New York,2023-08-16,158,47,4.264992626260601,200.45,4.3823956354548965,1
New York - Store 1,New York,2023-08-17,200,53,6.839260708488,362.48,3.969282284758381,5
New York - Store 1,New York,2023-08-18,56,10,9.546377172259183,95.46,4.956587367748051,7
New York - Store 1,New York,2023-08-19,270,65,9.17225590593588,596.2,4.766824097802606,2
New York - Store 1,New York,2023-08-20,236,82,4.222045808292956,346.21,4.394404817723079,3
New York - Store 1,New York,2023-08-21,157,21,4.461719209775255,93.7,4.54443316381721,8
New York - Store 1,New York,2023-08-22,267,84,4.392138044793654,368.94,3.9729355067459156,1
New York - Store 1,New York,2023-08-23,53,17,5.912515017592419,100.51,4.438837064655513,2
New York - Store 1,New York,2023-08-24,104,24,9.942047880050662,238.61,3.500356285363827,2
New York - Store 1,New York,2023-08-25,209,79,4.420178234484826,349.19,3.5142281504427473,1
New York - Store 1,New York,2023-08-26,270,30,6.878687961139029,206.36,4.3711358108409915,9
New York - Store 1,New York,2023-08-27,59,7,6.018222782970533,42.13,4.2837787874517845,1
New York - Store 1,New York,2023-08-28,271,27,6.803864599225916,183.7,3.9455043146823234,2
New York - Store 1,New York,2023-08-29,117,36,7.5346512068253695,271.25,3.9158984685451603,5
New York - Store 1,New York,2023-08-30,287,32,4.656805592074691,149.02,4.087445210810534,4
New York - Store 1,New York,2023-08-31,189,73,8.7879359328603,641.52,3.8884739774027204,6
New York - Store 1,New York,2023-09-01,88,32,9.668392133748462,309.39,4.201102266874805,2
New York - Store 1,New York,2023-09-02,202,65,4.389918456897364,285.34,4.102370354638231,6
New York - Store 1,New York,2023-09-03,166,57,4.722032572209976,269.16,3.5704180357217195,9
New York - Store 1,New York,2023-09-04,267,29,9.743621577899955,282.57,4.739308543690949,5
New York - Store 1,New York,2023-09-05,54,15,5.2979441382193215,79.47,4.277390550014588,4
New York - Store 1,New York,2023-09-06,171,44,5.5614002077091635,244.7,4.272871886472089,2
New York - Store 1,New York,2023-09-07,111,44,9.384616888277224,412.92,4.19507112232343,8
New York - Store 1,New York,2023-09-08,174,45,7.557639609050219,340.09,4.370129311756717,2
New York - Store 1,New York,2023-09-09,60,21,5.593600255532237,117.47,3.6942723819242063,9
New York - Store 1,New York,2023-09-10,244,94,9.172765703592704,862.24,4.714274112087317,8
New York - Store 1,New York,2023-09-11,74,19,4.521920559468461,85.92,4.112679819606048,6
New York - Store 1,New York,2023-09-12,121,37,4.292701490039039,158.83,4.298903779101143,5
New York - Store 1,New York,2023-09-13,109,14,9.366879585808405,131.14,4.9872130027175725,2
New York - Store 1,New York,2023-09-14,89,32,7.0964741226617,227.09,4.85977057916687,3
New York - Store 1,New York,2023-09-15,105,31,7.262673447984396,225.14,4.796739320461023,1
New York - Store 1,New York,2023-09-16,55,14,9.208964824309282,128.93,3.867928298383002,9
New York - Store 1,New York,2023-09-17,62,21,8.184828770015702,171.88,4.520211157640451,6
New York - Store 1,New York,2023-09-18,237,34,9.28522455519357,315.7,4.807765291617848,3
New York - Store 1,New York,2023-09-19,80,27,4.773219204840672,128.88,4.002678281388713,7
New York - Store 1,New York,2023-09-20,208,20,7.337090410238542,146.74,4.634953705677402,7
New York - Store 1,New York,2023-09-21,243,45,7.701561510254454,346.57,4.971779267041136,1
New York - Store 1,New York,2023-09-22,153,27,7.804034218597668,210.71,4.309978069573783,3
New York - Store 1,New York,2023-09-23,289,38,8.566167415012167,325.51,4.311899868014166,2
New York - Store 1,New York,2023-09-24,112,24,5.076983940543,121.85,4.630548251075779,6
New York - Store 1,New York,2023-09-25,245,37,8.625124651245939,319.13,4.920946832384507,1
New York - Store 1,New York,2023-09-26,61,7,7.49302276105764,52.45,4.018824585429435,8
New York - Store 1,New York,2023-09-27,259,93,9.840933815064382,915.21,4.953316782928537,4
New York - Store 1,New York,2023-09-28,276,76,6.301673562433731,478.93,3.5984392168610193,1
New York - Store 1,New York,2023-09-29,183,38,8.912713860142562,338.68,3.8787631245325733,7
New York - Store 1,New York,2023-09-30,75,11,6.811236500611506,74.92,4.916455452436745,3
New York - Store 1,New York,2023-10-01,190,67,7.162144577271173,479.86,4.738881148699845,4
New York - Store 1,New York,2023-10-02,81,10,8.082995812448278,80.83,4.481766821421703,3
New York - Store 1,New York,2023-10-03,130,50,4.187813882485098,209.39,4.596905100460528,5
New York - Store 1,New York,2023-10-04,236,91,8.560564470628583,779.01,4.163448143571365,1
New York - Store 1,New York,2023-10-05,107,39,5.3797276353465175,209.81,3.819657056037625,1
New York - Store 1,New York,2023-10-06,74,23,7.376501718060296,169.66,4.207298690153769,8
New York - Store 1,New York,2023-10-07,109,16,9.211739007733666,147.39,4.664895279187613,2
New York - Store 1,New York,2023-10-08,293,30,8.780786967184165,263.42,3.941251960015217,8
New York - Store 1,New York,2023-10-09,109,42,5.112753248059926,214.74,4.193145936148491,7
New York - Store 1,New York,2023-10-10,66,18,5.485239733620251,98.73,4.337619008874797,9
New York - Store 1,New York,2023-10-11,237,28,7.4918284114863924,209.77,3.9034901066526464,8
New York - Store 1,New York,2023-10-12,121,23,6.731320894490807,154.82,3.5174308098621507,2
New York - Store 1,New York,2023-10-13,271,59,6.879633008302741,405.9,4.400030822178955,9
New York - Store 1,New York,2023-10-14,82,31,9.44691191790784,292.85,4.586427962189617,3
New York - Store 1,New York,2023-10-15,137,19,4.616754426955994,87.72,4.356356752766247,6
New York - Store 1,New York,2023-10-16,135,22,6.076099405869037,133.67,4.663707103689434,2
New York - Store 1,New York,2023-10-17,146,37,4.527198994869,167.51,4.0259403968137715,1
New York - Store 1,New York,2023-10-18,126,15,6.381539657209577,95.72,3.6990736310645906,7
New York - Store 1,New York,2023-10-19,139,42,8.803520194654498,369.75,3.800225366367215,7
New York - Store 1,New York,2023-10-20,221,29,7.81858149726182,226.74,4.559713589730352,6
New York - Store 1,New York,2023-10-21,58,22,4.311827701908834,94.86,4.311944502951606,2
New York - Store 1,New York,2023-10-22,253,91,8.284521592794567,753.89,4.702592124604688,7
New York - Store 1,New York,2023-10-23,252,92,7.285554256922417,670.27,4.7259466549437406,3
New York - Store 1,New York,2023-10-24,176,45,8.389537130531991,377.53,3.6224449730458845,6
New York - Store 1,New York,2023-10-25,61,10,4.95726808067913,49.57,4.807675349888303,3
New York - Store 1,New York,2023-10-26,104,25,8.465674393569733,211.64,4.807749168459682,5
New York - Store 1,New York,2023-10-27,232,26,4.970035264880816,129.22,3.531291708937307,3
New York - Store 1,New York,2023-10-28,199,39,7.254871814316205,282.94,4.2399152701756995,3
New York - Store 1,New York,2023-10-29,84,13,6.510398732005916,84.64,3.805367420513364,7
New York - Store 1,New York,2023-10-30,125,19,9.764683308921862,185.53,4.1238610492204115,8
New York - Store 1,New York,2023-10-31,197,56,8.412101791994516,471.08,4.651585832100171,8
New York - Store 1,New York,2023-11-01,99,35,7.472052451434361,261.52,4.157923128784386,5
New York - Store 1,New York,2023-11-02,147,36,9.240539428489964,332.66,4.851052796016887,6
New York - Store 1,New York,2023-11-03,88,16,7.554101971560174,120.87,4.868545018425037,3
New York - Store 1,New York,2023-11-04,286,68,9.015988382687256,613.09,3.853688140938815,8
New York - Store 1,New York,2023-11-05,149,55,5.078098653221452,279.3,3.8563149873858165,2
New York - Store 1,New York,2023-11-06,168,37,4.414796717119716,163.35,4.15574808322524,6
New York - Store 1,New York,2023-11-07,109,24,7.557510398990691,181.38,4.369122349015251,4
New York - Store 1,New York,2023-11-08,179,23,7.9127394731826275,181.99,3.9682220850446708,2
New York - Store 1,New York,2023-11-09,212,62,5.951140385348169,368.97,4.660209688529901,8
